let_mev_cm2_mg,initial_state,case_id,run_id,time_s,vce_v,ic_a_um,tmax_k,tpre_k,delta_t_k,power_w_um,source_path,source_sha256,source_row
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,3.86924211633e-08,2500.0,0.000148799537726,304.001536193,300.000220981,4.001315212000009,0.371998844315,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,112
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,3.93541790792e-08,2500.0,0.000156808635861,305.115060392,300.000220981,5.114839410999991,0.3920215896525,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,113
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4e-08,2500.0,0.000165058154231,306.303559284,300.000220981,6.303338303000032,0.4126453855775,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,114
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.001e-08,2500.0,0.000165176209733,306.322098905,300.000220981,6.3218779240000345,0.41294052433249995,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,115
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.0024e-08,2500.0,0.000165349165803,306.3483281,300.000220981,6.348107119000019,0.4133729145075,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,116
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.00436e-08,2500.0,0.000165597130635,306.385348675,300.000220981,6.385127694000005,0.4139928265875,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,117
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.007104e-08,2500.0,0.000165951466972,306.437172094,300.000220981,6.4369511130000205,0.41487866743,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,118
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.0109456e-08,2500.0,0.000166454828377,306.510413498,300.000220981,6.510192517000007,0.4161370709425,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,119
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.01632384e-08,2500.0,0.000167161218524,306.615928959,300.000220981,6.615707977999989,0.41790304631,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,120
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.023853376e-08,2500.0,0.000168147995033,306.765687011,300.000220981,6.765466030000027,0.4203699875825,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,121
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.0343947264e-08,2500.0,0.000169537032669,306.972238838,300.000220981,6.972017857000026,0.4238425816725,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,122
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.04915261696e-08,2500.0,0.000171505331085,307.254390904,300.000220981,7.254169923000006,0.42876332771250003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,123
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.06981366374e-08,2500.0,0.000174304468227,307.639339904,300.000220981,7.639118923000012,0.43576117056749997,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,124
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.09873912924e-08,2500.0,0.0001783319422,308.170306865,300.000220981,8.170085884000002,0.44582985550000004,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,125
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.13923478094e-08,2500.0,0.000184200680129,308.90729889,300.000220981,8.907077909000009,0.4605017003225,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,126
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.19592869331e-08,2500.0,0.000192831684352,309.948576312,300.000220981,9.948355331000016,0.48207921088,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,127
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.27530017064e-08,2500.0,0.000205774949438,311.433402378,300.000220981,11.433181396999998,0.514437373595,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,128
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.38642023889e-08,2500.0,0.000225702640891,313.525524532,300.000220981,13.525303551000036,0.5642566022275001,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,129
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.54198833445e-08,2500.0,0.000257568402676,315.896791916,300.000220981,15.896570935,0.64392100669,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,130
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.5964371679e-08,2500.0,0.000269182613371,316.521223747,300.000220981,16.521002766000038,0.6729565334275001,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,131
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.67266553472e-08,2500.0,0.000286514711549,317.289685486,300.000220981,17.289464505000012,0.7162867788724999,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,132
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.7260253915e-08,2500.0,0.000299157355548,317.853020371,300.000220981,17.85279939000003,0.74789338887,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,133
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.80072919098e-08,2500.0,0.000317969835685,318.71640519,300.000220981,18.716184209000005,0.7949245892125001,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,134
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.85302185062e-08,2500.0,0.000331664444973,319.368621944,300.000220981,19.368400963,0.8291611124324999,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,135
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,4.92623157412e-08,2500.0,0.000351987369806,320.357770831,300.000220981,20.357549849999998,0.879968424515,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,136
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5e-08,2500.0,0.000373647372504,321.425978864,300.000220981,21.425757883000017,0.9341184312599999,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,137
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.001e-08,2500.0,0.000373936201615,321.440474179,300.000220981,21.440253197999994,0.9348405040375,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,138
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.0024e-08,2500.0,0.000374344414503,321.460781368,300.000220981,21.460560387000044,0.9358610362575,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,139
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.00436e-08,2500.0,0.000374917813722,321.489212872,300.000220981,21.488991891000012,0.937294534305,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,140
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.007104e-08,2500.0,0.000375722841937,321.52902458,300.000220981,21.528803599000014,0.9393071048424999,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,141
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.0109456e-08,2500.0,0.000376854344553,321.584836904,300.000220981,21.584615923,0.9421358613824999,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,142
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.01632384e-08,2500.0,0.000378447034279,321.663356509,300.000220981,21.663135527999998,0.9461175856975,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,143
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.023853376e-08,2500.0,0.000380690507038,321.774650032,300.000220981,21.774429051000027,0.951726267595,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,144
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.0343947264e-08,2500.0,0.000383854517471,321.979668518,300.000220981,21.979447537,0.9596362936775,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,145
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.04915261696e-08,2500.0,0.000388330923687,322.291889213,300.000220981,22.291668232000006,0.9708273092174999,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,146
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.06981366374e-08,2500.0,0.000394694399604,322.728985828,300.000220981,22.728764847000036,0.9867359990100001,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,147
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.09873912924e-08,2500.0,0.000403801902803,323.340450452,300.000220981,23.340229471000043,1.0095047570075,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,148
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.13923478094e-08,2500.0,0.000416947673552,324.195464159,300.000220981,24.195243178,1.04236918388,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,149
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.19592869331e-08,2500.0,0.000436151380268,325.389627682,300.000220981,25.38940670100004,1.09037845067,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,150
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.23561443198e-08,2500.0,0.000449968196283,326.221036131,300.000220981,26.22081515000002,1.1249204907075,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,151
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.2911744661e-08,2500.0,0.000470123589242,327.375958642,300.000220981,27.375737661000016,1.175308973105,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,152
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.33006648999e-08,2500.0,0.000484608236867,328.176826793,300.000220981,28.17660581199999,1.2115205921675,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,153
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.38451532344e-08,2500.0,0.000505708924505,329.282600401,300.000220981,29.28237942000004,1.2642723112625,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,154
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.46074369026e-08,2500.0,0.000536939031232,330.79392359,300.000220981,30.793702609000036,1.34234757808,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,155
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.56746340381e-08,2500.0,0.000584190280009,332.93520117,300.000220981,32.93498018900004,1.4604757000225,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,156
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.71687100279e-08,2500.0,0.000657945928124,335.711679242,300.000220981,35.71145826100002,1.64486482031,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,157
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.76916366243e-08,2500.0,0.000684377372028,336.648475782,300.000220981,36.64825480100001,1.71094343007,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,158
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.80576852418e-08,2500.0,0.000703299512379,337.270837227,300.000220981,37.27061624600003,1.7582487809475,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,159
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.85701533063e-08,2500.0,0.000730804681193,338.06444685,300.000220981,38.06422586900004,1.8270117029825,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,160
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.87495171288e-08,2500.0,0.0007405142883,338.333051173,300.000220981,38.33283019200002,1.8512857207500002,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,161
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.88750718046e-08,2500.0,0.000747369916678,338.521561574,300.000220981,38.52134059299999,1.868424791695,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,162
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.90508483507e-08,2500.0,0.000757101311987,338.770535185,300.000220981,38.770314204000044,1.8927532799675,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,163
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.92969355153e-08,2500.0,0.00077099933366,339.08642702,300.000220981,39.08620603899999,1.92749833415,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,164
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,5.96414575457e-08,2500.0,0.000791056574958,339.447862032,300.000220981,39.447641051000005,1.977641437395,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,165
15.0,cold300,A01_v2500_let15_y3p5_cold300,attempt24_cold300_transient_to60,6e-08,2500.0,0.000812775499366,339.677254315,300.000220981,39.67703333400004,2.031938748415,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/thermal_timing_diagnostic.csv,8bdda1d10569e0238c33e358504d01264875c33524e63eedfb6e7a97c4d1a623,166
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,1e-13,2500.0,1.31235387961e-07,324.633215689,324.633215689,0.0,0.00032808846990250003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,2
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,2.5e-13,2500.0,1.31249127504e-07,324.633215689,324.633215689,0.0,0.00032812281876000004,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,3
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,4.75e-13,2500.0,1.3124913434e-07,324.633215689,324.633215689,0.0,0.00032812283585,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,4
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,8.125e-13,2500.0,1.3124913084e-07,324.633215689,324.633215689,0.0,0.00032812282709999995,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,5
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,1.31875e-12,2500.0,1.31249131705e-07,324.633215689,324.633215689,0.0,0.0003281228292625,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,6
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,2.078125e-12,2500.0,1.31249136954e-07,324.633215689,324.633215689,0.0,0.000328122842385,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,7
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,3.2171875e-12,2500.0,1.31249132345e-07,324.633215689,324.633215689,0.0,0.00032812283086250003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,8
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,4.92578125e-12,2500.0,1.31249133479e-07,324.633215689,324.633215689,0.0,0.0003281228336975,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,9
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,7.488671875e-12,2500.0,1.3124913413e-07,324.633215689,324.633215689,0.0,0.000328122835325,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,10
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,1.13330078125e-11,2500.0,1.31249133418e-07,324.633215689,324.633215689,0.0,0.00032812283354500003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,11
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,1.70995117188e-11,2500.0,1.31249132798e-07,324.633215689,324.633215689,0.0,0.000328122831995,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,12
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,2.57492675781e-11,2500.0,1.31249132996e-07,324.633215689,324.633215689,0.0,0.00032812283249000003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,13
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,3.57492675781e-11,2500.0,1.31249132691e-07,324.633215689,324.633215689,0.0,0.0003281228317275,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,14
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,4.57492675781e-11,2500.0,1.31249134988e-07,324.633215689,324.633215689,0.0,0.00032812283747,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,15
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,5.57492675781e-11,2500.0,1.31249133417e-07,324.633215689,324.633215689,0.0,0.0003281228335425,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,16
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,6.57492675781e-11,2500.0,1.31249133153e-07,324.633215689,324.633215689,0.0,0.00032812283288250003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,17
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,7.57492675781e-11,2500.0,1.31249134161e-07,324.633215689,324.633215689,0.0,0.00032812283540249997,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,18
150.0,thermal-steady,A01_v2500_let150_y3p5_thermal,A01_v2500_let150_y3p5_thermal__transient_to60_affinity_retry1__20260713T110749704Z__9e3892c2,8.57492675781e-11,2500.0,1.3124914729e-07,324.633215689,324.633215689,0.0,0.000328122868225,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,d483c62aaa1446effaa96a70be6b081d99c39cc679b4b5280b258b8de0541f64,19
